,path,functions,complexity,comment_lines_density,duplicated_lines_density,coverage,ncloc,security_rating,tests,test_success_density,test_execution_time,reliability_rating,filename,repository,version
174,src/services/useLocation.js,9,11,0.0,0.0,0.0,45,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
175,src/services/useRecordAudio.js,5,9,2.1,0.0,0.0,46,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
468,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
469,src/services/api.js,4,6,3.1,0.0,0.0,31,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
470,src/services/api2.js,1,1,0.0,0.0,0.0,13,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
471,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
472,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
473,src/services/checkPermission.js,4,11,0.0,0.0,0.0,72,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
474,src/components/CreateArea/index.js,6,8,0.0,0.0,0.0,61,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
475,src/components/SelectModal/index.js,6,10,0.0,27.8,0.0,70,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
476,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
477,src/components/RecordAudioModalContent/index.js,17,28,1.4,0.0,0.0,215,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
478,src/components/MediaModalContent/index.js,8,12,0.0,16.4,0.0,125,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
479,src/components/CreatePoint/index.js,24,35,0.0,0.0,0.0,291,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
480,src/pages/DynamicForm/index.js,14,16,9.7,0.0,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
481,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
482,src/pages/Map/index.js,14,18,0.0,0.0,0.0,119,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
483,src/pages/ForgotPasswordPage/index.js,6,8,0.0,0.0,0.0,58,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
484,src/pages/LoginPage/index.js,9,10,3.8,0.0,0.0,76,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
485,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
486,src/store/selectors/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
487,src/store/actions/markers.js,3,3,0.0,0.0,0.0,18,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
488,src/store/reducers/markers.js,1,6,0.0,0.0,0.0,23,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
489,src/store/selectors/markers.js,2,2,0.0,0.0,0.0,2,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
490,src/store/persistReducers.js,1,1,0.0,0.0,0.0,13,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
491,src/app/Routes.js,8,10,0.0,0.0,0.0,117,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
492,src/components/CreateArea/styles.js,2,3,0.0,0.0,0.0,33,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
493,src/components/SelectModal/styles.js,1,1,0.0,0.0,0.0,30,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
494,src/components/RecordAudioModalContent/styles.js,1,1,0.0,0.0,0.0,52,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
495,src/components/MediaModalContent/styles.js,1,1,0.0,0.0,0.0,37,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
496,src/components/CreatePoint/styles.js,3,5,0.0,0.0,0.0,49,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
497,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
498,src/pages/ForgotPasswordPage/styles.js,0,0,0.0,0.0,0.0,44,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
499,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
500,src/services/useCamera.js,3,4,4.8,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
501,src/services/useLocation.js,9,11,0.0,0.0,0.0,45,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
502,src/services/useRecordAudio.js,5,9,2.1,0.0,0.0,46,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.0.json,Cartografia-social-api-front,v1.0.0
186,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
187,src/services/api.js,4,6,3.1,0.0,0.0,31,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
188,src/services/api2.js,1,1,0.0,0.0,0.0,13,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
189,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
190,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
191,src/services/checkPermission.js,4,11,0.0,0.0,0.0,72,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
192,src/components/CreateArea/index.js,6,8,0.0,0.0,0.0,61,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
193,src/components/SelectModal/index.js,6,10,0.0,27.8,0.0,70,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
194,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
195,src/components/RecordAudioModalContent/index.js,17,28,1.4,0.0,0.0,215,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
196,src/components/MediaModalContent/index.js,8,12,0.0,16.4,0.0,125,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
197,src/components/CreatePoint/index.js,27,40,0.0,0.0,0.0,320,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
198,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
199,src/pages/DynamicForm/index.js,14,16,9.7,0.0,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
200,src/pages/Map/index.js,14,18,0.0,0.0,0.0,119,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
201,src/pages/ForgotPasswordPage/index.js,6,8,0.0,0.0,0.0,58,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
202,src/pages/LoginPage/index.js,9,10,3.8,0.0,0.0,76,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
203,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
204,src/store/selectors/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
205,src/store/actions/markers.js,3,3,0.0,0.0,0.0,18,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
206,src/store/reducers/markers.js,1,6,0.0,0.0,0.0,23,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
207,src/store/selectors/markers.js,2,2,0.0,0.0,0.0,2,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
208,src/store/persistReducers.js,1,1,0.0,0.0,0.0,13,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
209,src/app/Routes.js,8,10,0.0,0.0,0.0,117,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
210,src/components/CreateArea/styles.js,2,3,0.0,0.0,0.0,33,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
211,src/components/SelectModal/styles.js,1,1,0.0,0.0,0.0,30,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
212,src/components/RecordAudioModalContent/styles.js,1,1,0.0,0.0,0.0,52,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
213,src/components/MediaModalContent/styles.js,1,1,0.0,0.0,0.0,37,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
214,src/components/CreatePoint/styles.js,3,5,0.0,0.0,0.0,49,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
215,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
216,src/pages/ForgotPasswordPage/styles.js,0,0,0.0,0.0,0.0,44,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
217,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
218,src/services/useCamera.js,3,4,4.8,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
219,src/services/useDocumentPicker.js,1,3,0.0,0.0,0.0,21,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
220,src/services/useLocation.js,9,11,0.0,0.0,0.0,45,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
221,src/services/useRecordAudio.js,5,9,2.1,0.0,0.0,46,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-16-2021_v1.0.1.json,Cartografia-social-api-front,v1.0.1
94,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
95,src/services/api.js,4,6,3.1,0.0,0.0,31,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
96,src/services/api2.js,1,1,0.0,0.0,0.0,13,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
97,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
98,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
99,src/services/checkPermission.js,4,11,0.0,0.0,0.0,72,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
100,src/pages/LoginPage/index.js,10,12,1.1,0.0,0.0,91,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
101,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
102,src/pages/DynamicForm/index.js,14,16,9.7,31.5,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
103,src/pages/SupportForm/index.js,13,15,9.9,32.1,0.0,91,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
104,src/pages/Map/index.js,16,21,0.0,0.0,0.0,125,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
105,src/pages/ForgotPasswordPage/index.js,7,10,0.0,0.0,0.0,63,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
106,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
107,src/components/UI/FlatList/index.js,3,5,0.0,0.0,,16,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
108,src/components/MediasList/index.js,7,10,0.0,0.0,0.0,84,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
109,src/components/SelectModal/index.js,6,12,0.0,0.0,0.0,74,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
110,src/components/ImagePreview/index.js,6,8,0.0,0.0,0.0,46,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
111,src/components/ShowMediaModal/index.js,13,20,1.8,11.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
112,src/components/RecordAudioModalContent/index.js,17,28,1.4,8.5,0.0,215,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
113,src/components/MediaModalContent/index.js,8,12,0.0,0.0,0.0,125,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
114,src/components/DocumentPreview/index.js,5,7,0.0,0.0,0.0,45,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
115,src/components/CreatePoint/index.js,37,52,0.3,0.0,0.0,377,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
116,src/components/MarkerDetails/index.js,7,13,7.5,0.0,0.0,111,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
117,src/components/VideoPreview/index.js,5,7,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
118,src/components/CreateArea/index.js,7,10,0.0,0.0,0.0,72,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
119,src/components/AudioPreview/index.js,7,9,0.0,0.0,0.0,61,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
120,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
121,src/store/selectors/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
122,src/styles/index.js,3,6,0.0,0.0,0.0,31,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
123,src/store/actions/markers.js,3,3,0.0,0.0,0.0,18,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
124,src/store/reducers/markers.js,1,6,0.0,0.0,0.0,23,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
125,src/store/selectors/markers.js,2,2,0.0,0.0,0.0,2,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
126,src/store/persistReducers.js,1,1,0.0,0.0,0.0,13,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
127,src/app/Routes.js,8,10,0.0,0.0,0.0,153,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
128,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
129,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
130,src/pages/SupportForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
131,src/pages/ForgotPasswordPage/styles.js,0,0,0.0,0.0,0.0,44,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
132,src/components/MediasList/styles.js,0,0,0.0,0.0,0.0,6,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
133,src/components/SelectModal/styles.js,1,1,0.0,0.0,0.0,30,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
134,src/components/ImagePreview/styles.js,0,0,0.0,0.0,0.0,6,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
135,src/components/ShowMediaModal/styles.js,3,5,0.0,0.0,0.0,81,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
136,src/components/RecordAudioModalContent/styles.js,1,1,0.0,0.0,0.0,52,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
137,src/components/MediaModalContent/styles.js,1,1,0.0,0.0,0.0,37,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
138,src/components/CreatePoint/styles.js,3,5,0.0,0.0,0.0,54,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
139,src/components/VideoPreview/styles.js,0,0,0.0,0.0,0.0,9,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
140,src/components/CreateArea/styles.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
141,src/components/AudioPreview/styles.js,0,0,0.0,0.0,0.0,11,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
142,src/services/useCamera.js,3,4,4.8,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
143,src/services/useDocumentPicker.js,1,3,0.0,0.0,0.0,21,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
144,src/services/useLocation.js,9,11,0.0,0.0,0.0,45,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
145,src/services/useRecordAudio.js,5,9,2.1,0.0,0.0,46,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.0.json,Cartografia-social-api-front,v1.1.0
38,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.1.json,Cartografia-social-api-front,v1.1.1
39,src/services/api.js,4,6,3.1,0.0,0.0,31,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-24-2021_v1.1.1.json,Cartografia-social-api-front,v1.1.1
